date_key,customer_id,plan_id,data_allocated_mb,data_carried_forward_mb,data_consumed_mb,voice_minutes_used,sms_used,network_type,usage_source
20251110,C1004844,2101,2048,31,220,14,4,5G,Hotspot
20251111,C1004844,2101,2048,219,297,14,2,4G,Mobile
20251112,C1004844,2103,6144,49,4413,12,3,5G,Mobile
20251113,C1004844,2102,3413,561,2122,12,1,4G,Mobile
20251114,C1004844,2103,6144,1,2189,10,0,4G,Mobile
20251115,C1004844,2103,6144,59,803,15,0,4G,Mobile
20251116,C1004844,2101,2048,187,291,16,2,5G,Mobile
20251117,C1004844,2101,2048,187,20,13,1,4G,Mobile
20251118,C1004844,2101,2048,231,889,12,1,4G,Mobile
20251119,C1004844,2101,2048,279,1595,9,5,4G,Mobile
20251120,C1004844,2102,3413,166,2607,19,2,4G,Mobile
20251121,C1004844,2101,2048,36,695,9,6,5G,Mobile
20251122,C1004844,2101,2048,28,115,13,0,4G,Mobile
20251123,C1004844,2101,2048,251,1662,11,2,4G,Hotspot
20251124,C1004844,2103,6144,76,1353,11,2,4G,Mobile
20251125,C1004844,2102,3413,455,1954,10,1,4G,Mobile
20251126,C1004844,2102,3413,584,2230,10,0,4G,Mobile
20251127,C1004844,2101,2048,327,703,10,4,4G,Mobile
20251128,C1004844,2103,6144,21,2268,14,4,4G,Mobile
20251129,C1004844,2103,6144,33,276,13,0,5G,Mobile
20251130,C1004844,2102,3413,48,407,9,0,4G,Mobile
20251101,C1004845,2103,6144,95,3733,11,0,4G,Mobile
20251102,C1004845,2102,3413,161,244,16,1,4G,Mobile
20251103,C1004845,2102,3413,414,596,9,1,4G,Mobile
20251104,C1004845,2101,2048,287,623,11,1,4G,Mobile
20251105,C1004845,2101,2048,319,374,12,1,5G,Mobile
20251106,C1004845,2101,2048,38,180,12,1,4G,Mobile
20251107,C1004845,2101,2048,443,587,19,0,4G,Mobile
20251108,C1004845,2103,6144,388,3282,10,1,5G,Mobile
20251109,C1004845,2102,3413,565,467,13,1,4G,Mobile
20251110,C1004845,2101,2048,484,645,7,0,4G,Mobile
20251111,C1004845,2103,6144,144,1647,12,2,5G,Mobile
20251112,C1004845,2101,2048,96,243,13,3,5G,Mobile
20251113,C1004845,2102,3413,442,1971,16,0,5G,Mobile
20251114,C1004845,2103,6144,193,887,15,2,4G,Mobile
20251115,C1004845,2102,3413,22,376,9,1,4G,Mobile
20251116,C1004845,2103,6144,267,2049,13,1,5G,Mobile
20251117,C1004845,2102,3413,288,934,4,2,5G,Mobile
20251118,C1004845,2101,2048,397,1016,9,4,4G,Mobile
20251119,C1004845,2102,3413,25,1458,12,2,4G,Mobile
20251120,C1004845,2102,3413,588,1260,13,1,4G,Mobile
20251121,C1004845,2101,2048,498,977,14,0,4G,Mobile
20251122,C1004845,2101,2048,467,70,5,0,4G,Mobile
20251123,C1004845,2103,6144,18,784,16,1,4G,Mobile
20251124,C1004845,2101,2048,324,,10,4,5G,Mobile
20251125,C1004845,2102,3413,21,3194,11,3,4G,Mobile
20251126,C1004845,2101,2048,36,950,13,2,4G,Mobile
20251127,C1004845,2101,2048,128,,6,1,5G,Mobile
20251128,C1004845,2103,6144,538,753,7,1,4G,Mobile
20251129,C1004845,2102,3413,316,1132,11,1,4G,Mobile
20251130,C1004845,2102,3413,149,112,14,0,4G,Mobile
20251101,C1004846,2101,2048,45,1344,11,0,4G,Mobile
20251102,C1004846,2101,2048,47,436,8,2,4G,Mobile
20251103,C1004846,2102,3413,9,2139,13,2,4G,Mobile
20251104,C1004846,2101,2048,112,215,10,0,4G,Mobile
20251105,C1004846,2102,3413,38,103,7,1,4G,Mobile
20251106,C1004846,2103,6144,372,3702,15,0,4G,Mobile
20251107,C1004846,2101,2048,342,1183,14,0,4G,Mobile
20251108,C1004846,2102,3413,47,1836,13,0,4G,Mobile
20251109,C1004846,2102,3413,25,1371,12,1,4G,Mobile
20251110,C1004846,2102,3413,16,1006,23,3,4G,Mobile
20251111,C1004846,2103,6144,561,424,9,2,4G,Mobile
20251112,C1004846,2101,2048,322,154,12,1,5G,Mobile
20251113,C1004846,2103,6144,156,4728,14,1,5G,Mobile
20251114,C1004846,2103,6144,2,1173,9,0,4G,Mobile
20251115,C1004846,2102,3413,81,1568,12,1,4G,Mobile
20251116,C1004846,2102,3413,56,1894,14,4,5G,Mobile
20251117,C1004846,2101,2048,236,768,16,3,4G,Mobile
20251118,C1004846,2101,2048,217,681,16,1,4G,Mobile
20251119,C1004846,2103,6144,9,1871,12,5,4G,Mobile
20251120,C1004846,2101,2048,525,526,12,6,4G,Hotspot
20251121,C1004846,2102,3413,338,278,14,4,4G,Mobile
20251122,C1004846,2101,2048,395,1277,8,2,4G,Mobile
20251123,C1004846,2101,2048,144,940,11,0,4G,Mobile
20251124,C1004846,2101,2048,463,673,9,0,4G,Mobile
20251125,C1004846,2103,6144,244,4423,8,1,5G,Mobile
20251126,C1004846,2102,3413,8,337,11,1,4G,Hotspot
20251127,C1004846,2102,3413,5,1581,9,1,4G,Mobile
20251128,C1004846,2101,2048,318,,11,1,4G,Hotspot
20251129,C1004846,2103,6144,332,829,11,2,4G,Mobile
20251130,C1004846,2101,2048,555,1521,10,2,4G,Mobile
20251101,C1004847,2201,1024,,198,13,1,4G,Mobile
20251102,C1004847,2003,2048,73,627,25,1,4G,Mobile
20251103,C1004847,2001,1536,,708,16,3,4G,Mobile
20251104,C1004847,2003,2048,3,1030,8,3,4G,Mobile
20251105,C1004847,2201,1024,,68,9,4,4G,Mobile
20251106,C1004847,2003,2048,46,587,12,1,4G,Hotspot
20251107,C1004847,2004,1024,522,250,9,1,4G,Mobile
20251108,C1004847,2002,2048,,1078,14,0,4G,Mobile
20251109,C1004847,2004,1024,137,655,13,3,4G,Hotspot
20251110,C1004847,2002,2048,,697,4,1,4G,Hotspot
20251111,C1004847,2002,2048,,1631,10,2,4G,Mobile
20251112,C1004847,2201,1024,,642,16,1,4G,Mobile
20251113,C1004847,2001,1536,,808,3,2,4G,Mobile
20251114,C1004847,2201,1024,,75,14,2,5G,Hotspot
20251115,C1004847,2001,1536,,542,17,2,5G,Mobile
20251116,C1004847,2001,1536,,929,11,0,5G,Mobile
20251117,C1004847,2005,2560,,486,13,0,4G,Mobile
20251118,C1004847,2001,1536,,269,15,0,5G,Mobile
20251119,C1004847,2002,2048,,466,14,0,4G,Mobile
20251120,C1004847,2003,2048,21,830,18,1,4G,Mobile
20251121,C1004847,2005,2560,,,19,2,4G,Mobile
20251122,C1004847,2004,1024,425,384,15,1,4G,Hotspot
20251123,C1004847,2201,1024,,449,12,2,4G,Mobile
20251124,C1004847,2001,1536,,824,13,1,4G,Hotspot
20251125,C1004847,2001,1536,,776,13,2,4G,Mobile
20251126,C1004847,2004,1024,235,564,12,4,4G,Mobile
20251127,C1004847,2002,2048,,209,11,0,5G,Mobile
20251128,C1004847,2001,1536,,158,12,0,4G,Mobile
20251129,C1004847,2005,2560,,2323,8,1,5G,Mobile
20251130,C1004847,2001,1536,,275,9,1,4G,Mobile
20251101,C1004848,2001,1536,,1033,8,2,4G,Hotspot
20251102,C1004848,2201,1024,,190,7,3,5G,Mobile
20251103,C1004848,2004,1024,257,502,10,0,5G,Mobile
20251104,C1004848,2001,1536,,1212,14,5,4G,Mobile
20251105,C1004848,2201,1024,,287,16,4,4G,Hotspot
20251106,C1004848,2003,2048,223,1193,11,0,4G,Mobile
20251107,C1004848,2001,1536,,56,10,0,4G,Hotspot
20251108,C1004848,2002,2048,,544,14,3,5G,Hotspot
20251109,C1004848,2002,2048,,117,7,1,4G,Mobile
20251110,C1004848,2003,2048,55,1146,18,0,4G,Mobile
20251111,C1004848,2003,2048,185,539,10,1,4G,Mobile
20251112,C1004848,2002,2048,,697,13,2,4G,Mobile
20251113,C1004848,2001,1536,,1149,7,1,5G,Mobile
20251114,C1004848,2003,2048,566,1148,9,2,4G,Mobile
20251115,C1004848,2002,2048,,1008,8,1,4G,Mobile
20251116,C1004848,2004,1024,528,96,7,0,4G,Hotspot
20251117,C1004848,2201,1024,,396,9,3,4G,Mobile
20251118,C1004848,2003,2048,328,2027,11,1,4G,Mobile
20251119,C1004848,2001,1536,,824,16,1,4G,Mobile
20251120,C1004848,2001,1536,,19,13,0,4G,Mobile
20251121,C1004848,2005,2560,,1023,15,3,4G,Mobile
20251122,C1004848,2005,2560,,1487,8,1,4G,Mobile
20251123,C1004848,2002,2048,,346,11,1,4G,Mobile
20251124,C1004848,2201,1024,,163,16,2,4G,Mobile
20251125,C1004848,2001,1536,,954,15,1,4G,Mobile
20251126,C1004848,2002,2048,,916,11,1,4G,Mobile
20251127,C1004848,2005,2560,,1888,12,2,5G,Mobile
20251128,C1004848,2003,2048,162,1373,11,0,4G,Hotspot
20251129,C1004848,2005,2560,,1823,12,1,5G,Mobile
20251130,C1004848,2201,1024,,11,13,1,4G,Mobile
20251101,C1004849,2201,1024,,173,10,1,5G,Mobile
20251102,C1004849,2002,2048,,1161,8,3,4G,Mobile
20251103,C1004849,2003,2048,16,414,12,2,4G,Mobile
20251104,C1004849,2001,1536,,324,5,1,4G,Mobile
20251105,C1004849,2001,1536,,744,15,1,4G,Mobile
20251106,C1004849,2002,2048,,545,12,1,4G,Hotspot
20251107,C1004849,2004,1024,487,920,7,1,4G,Mobile
20251108,C1004849,2002,2048,,366,10,1,4G,Mobile
20251109,C1004849,2005,2560,,1414,16,1,5G,Mobile
20251110,C1004849,2004,1024,467,457,16,2,4G,Mobile
20251111,C1004849,2201,1024,,493,10,2,4G,Mobile
20251112,C1004849,2003,2048,528,440,18,2,5G,Mobile
20251113,C1004849,2002,2048,,95,14,1,4G,Mobile
20251114,C1004849,2002,2048,,1498,14,3,4G,Mobile
20251115,C1004849,2003,2048,121,1126,8,0,4G,Mobile
20251116,C1004849,2201,1024,,484,9,0,4G,Mobile
20251117,C1004849,2003,2048,47,234,7,2,4G,Mobile
20251118,C1004849,2003,2048,116,1096,9,0,5G,Hotspot
20251119,C1004849,2201,1024,,574,17,3,5G,Mobile
20251120,C1004849,2002,2048,,1027,17,0,5G,Mobile
20251121,C1004849,2002,2048,,239,9,1,4G,Mobile
20251122,C1004849,2005,2560,,1454,14,1,4G,Mobile
20251123,C1004849,2005,2560,,1681,8,0,4G,Mobile
20251124,C1004849,2003,2048,545,1413,10,2,5G,Hotspot
20251125,C1004849,2001,1536,,758,8,2,4G,Mobile
20251126,C1004849,2001,1536,,1179,7,0,5G,Mobile
20251127,C1004849,2003,2048,8,1017,11,4,5G,Mobile
20251128,C1004849,2001,1536,,837,20,2,5G,Mobile
20251129,C1004849,2004,1024,488,574,11,1,5G,Mobile
20251130,C1004849,2002,2048,,477,15,1,4G,Mobile
20251101,C1004850,2003,2048,355,397,14,1,4G,Mobile
20251102,C1004850,2004,1024,41,317,18,1,4G,Hotspot
20251103,C1004850,2001,1536,,188,14,0,4G,Mobile
20251104,C1004850,2005,2560,,68,12,1,5G,Mobile
20251105,C1004850,2003,2048,32,1021,10,1,4G,Hotspot
20251106,C1004850,2001,1536,,473,12,1,5G,Mobile
20251107,C1004850,2002,2048,,960,14,5,4G,Mobile
20251108,C1004850,2003,2048,379,1336,15,1,4G,Mobile
20251109,C1004850,2002,2048,,1683,13,1,5G,Hotspot
20251110,C1004850,2001,1536,,691,14,1,4G,Mobile
20251111,C1004850,2001,1536,,63,9,0,4G,Mobile
20251112,C1004850,2201,1024,,709,9,4,4G,Mobile
20251113,C1004850,2001,1536,,611,15,0,4G,Mobile
20251114,C1004850,2001,1536,,684,16,1,4G,Mobile
20251115,C1004850,2201,1024,,547,6,2,4G,Mobile
20251116,C1004850,2004,1024,542,169,13,2,5G,Mobile
20251117,C1004850,2001,1536,,798,10,2,5G,Mobile
20251118,C1004850,2201,1024,,248,15,1,4G,Mobile
20251119,C1004850,2002,2048,,1191,7,1,4G,Mobile
20251120,C1004850,2004,1024,35,504,10,6,4G,Mobile
20251121,C1004850,2002,2048,,579,17,2,4G,Mobile
20251122,C1004850,2005,2560,,1153,14,2,5G,Mobile
20251123,C1004850,2001,1536,,588,13,4,4G,Mobile
20251124,C1004850,2004,1024,226,55,13,0,4G,Mobile
20251125,C1004850,2001,1536,,490,12,0,4G,Hotspot
20251126,C1004850,2001,1536,,558,16,0,5G,Mobile
20251127,C1004850,2201,1024,,72,9,1,4G,Mobile
20251128,C1004850,2003,2048,352,1094,8,2,4G,Mobile
20251129,C1004850,2002,2048,,997,13,0,5G,Mobile
20251130,C1004850,2201,1024,,435,14,1,4G,Mobile
20251101,C1004851,2201,1024,,181,12,5,4G,Mobile
20251102,C1004851,2005,2560,,1097,11,1,4G,Mobile
20251103,C1004851,2003,2048,342,957,10,2,4G,Mobile
20251104,C1004851,2002,2048,,941,9,0,4G,Mobile
20251105,C1004851,2004,1024,224,445,14,4,4G,Mobile
20251106,C1004851,2001,1536,,476,12,3,5G,Mobile
20251107,C1004851,2002,2048,,1172,10,1,5G,Hotspot
20251108,C1004851,2001,1536,,615,13,1,5G,Hotspot
20251109,C1004851,2002,2048,,1602,14,2,4G,Mobile
20251110,C1004851,2005,2560,,702,10,2,4G,Mobile
20251111,C1004851,2001,1536,,798,18,2,4G,Mobile
20251112,C1004851,2005,2560,,746,9,1,5G,Mobile
20251113,C1004851,2002,2048,,101,18,3,4G,Mobile
20251114,C1004851,2002,2048,,238,11,1,4G,Mobile
20251115,C1004851,2201,1024,,19,10,2,4G,Mobile
20251116,C1004851,2003,2048,185,,12,1,5G,Mobile
20251117,C1004851,2201,1024,,617,12,2,5G,Mobile
20251118,C1004851,2003,2048,13,547,11,2,4G,Mobile
20251119,C1004851,2002,2048,,1397,12,1,5G,Mobile
20251120,C1004851,2005,2560,,417,11,2,4G,Mobile
20251121,C1004851,2001,1536,,447,30,1,4G,Mobile
20251122,C1004851,2001,1536,,319,17,3,4G,Mobile
20251123,C1004851,2201,1024,,214,13,0,5G,Mobile
20251124,C1004851,2001,1536,,485,21,1,5G,Mobile
20251125,C1004851,2002,2048,,467,20,2,4G,Mobile
20251126,C1004851,2004,1024,523,54,9,0,5G,Mobile
20251127,C1004851,2001,1536,,497,7,3,4G,Mobile
20251128,C1004851,2004,1024,59,114,11,2,5G,Mobile
20251129,C1004851,2003,2048,539,825,9,1,4G,Hotspot
20251130,C1004851,2004,1024,288,293,16,1,4G,Mobile
20251101,C1004852,2001,1536,,1213,17,3,4G,Mobile
20251102,C1004852,2001,1536,,1202,11,0,5G,Mobile
20251103,C1004852,2001,1536,,351,7,1,5G,Mobile
20251104,C1004852,2003,2048,594,1329,10,0,4G,Mobile
20251105,C1004852,2001,1536,,345,10,4,4G,Mobile
20251106,C1004852,2001,1536,,808,4,2,4G,Mobile
20251107,C1004852,2201,1024,,456,11,1,4G,Mobile
20251108,C1004852,2004,1024,376,696,13,2,4G,Hotspot
20251109,C1004852,2002,2048,,920,8,4,4G,Mobile
20251110,C1004852,2002,2048,,445,15,3,4G,Mobile
20251111,C1004852,2004,1024,436,490,6,2,4G,Mobile
20251112,C1004852,2002,2048,,577,14,1,4G,Mobile
20251113,C1004852,2201,1024,,211,7,1,4G,Mobile
20251114,C1004852,2201,1024,,769,9,1,4G,Hotspot
20251115,C1004852,2003,2048,395,1459,14,2,4G,Mobile
20251116,C1004852,2002,2048,,576,14,0,4G,Mobile
20251117,C1004852,2005,2560,,,8,0,5G,Mobile
20251118,C1004852,2001,1536,,287,14,0,5G,Mobile
20251119,C1004852,2003,2048,123,962,17,0,4G,Mobile
20251120,C1004852,2002,2048,,1152,7,2,5G,Mobile
20251121,C1004852,2004,1024,31,594,7,1,4G,Mobile
20251122,C1004852,2201,1024,,527,13,1,4G,Mobile
20251123,C1004852,2001,1536,,895,7,0,4G,Mobile
20251124,C1004852,2004,1024,44,12,10,1,4G,Hotspot
20251125,C1004852,2005,2560,,93,11,1,4G,Mobile
20251126,C1004852,2003,2048,133,1338,10,1,4G,Mobile
20251127,C1004852,2002,2048,,350,13,2,4G,Mobile
20251128,C1004852,2004,1024,28,434,9,1,4G,Mobile
20251129,C1004852,2003,2048,24,1363,19,1,4G,Hotspot
20251130,C1004852,2002,2048,,,12,0,4G,Mobile
20251101,C1004853,2004,1024,398,165,8,7,4G,Mobile
20251102,C1004853,2003,2048,169,101,14,0,4G,Mobile
20251103,C1004853,2002,2048,,1074,19,2,4G,Mobile
20251104,C1004853,2004,1024,422,227,8,3,4G,Mobile
20251105,C1004853,2005,2560,,1265,5,1,5G,Mobile
20251106,C1004853,2001,1536,,680,11,0,4G,Hotspot
20251107,C1004853,2005,2560,,1580,17,2,4G,Mobile
20251108,C1004853,2001,1536,,460,18,1,4G,Mobile
20251109,C1004853,2002,2048,,418,15,0,5G,Mobile
20251110,C1004853,2002,2048,,401,5,2,4G,Mobile
20251111,C1004853,2002,2048,,489,8,4,4G,Hotspot
20251112,C1004853,2002,2048,,1477,12,0,5G,Mobile
20251113,C1004853,2002,2048,,1350,4,1,4G,Hotspot
20251114,C1004853,2003,2048,236,1234,8,2,4G,Mobile
20251115,C1004853,2201,1024,,114,8,2,4G,Mobile
20251116,C1004853,2001,1536,,707,14,1,4G,Mobile
20251117,C1004853,2003,2048,1,917,20,1,5G,Mobile
20251118,C1004853,2004,1024,115,107,15,0,4G,Mobile
20251119,C1004853,2201,1024,,241,10,1,4G,Mobile
20251120,C1004853,2002,2048,,1151,8,2,4G,Mobile
20251121,C1004853,2003,2048,51,767,12,1,5G,Mobile
20251122,C1004853,2002,2048,,917,7,3,5G,Mobile
20251123,C1004853,2201,1024,,147,13,1,4G,Mobile
20251124,C1004853,2001,1536,,1006,10,2,4G,Mobile
20251125,C1004853,2201,1024,,643,7,0,4G,Mobile
20251126,C1004853,2002,2048,,1431,19,1,4G,Mobile
20251127,C1004853,2004,1024,383,719,20,5,4G,Mobile
20251128,C1004853,2002,2048,,845,15,1,4G,Mobile
20251129,C1004853,2003,2048,375,1315,18,3,4G,Mobile
20251130,C1004853,2003,2048,69,384,3,1,4G,Mobile
20251101,C1004854,2002,2048,,844,14,2,5G,Mobile
20251102,C1004854,2002,2048,,2362,19,2,4G,Mobile
20251103,C1004854,2005,2560,,713,8,2,4G,Mobile
20251104,C1004854,2002,2048,,970,12,0,5G,Mobile
20251105,C1004854,2002,2048,,1047,15,2,5G,Mobile
20251106,C1004854,2001,1536,,,16,1,4G,Mobile
20251107,C1004854,2201,1024,,343,6,2,4G,Mobile
20251108,C1004854,2001,1536,,977,13,2,4G,Mobile
20251109,C1004854,2201,1024,,337,14,2,4G,Mobile
20251110,C1004854,2001,1536,,745,13,0,4G,Mobile
20251111,C1004854,2002,2048,,81,11,3,4G,Mobile
20251112,C1004854,2002,2048,,1075,18,1,4G,Mobile
20251113,C1004854,2003,2048,376,1586,17,2,4G,Mobile
20251114,C1004854,2201,1024,,244,10,1,5G,Mobile
20251115,C1004854,2001,1536,,881,14,0,4G,Mobile
20251116,C1004854,2004,1024,313,329,5,2,4G,Mobile
20251117,C1004854,2002,2048,,954,16,0,5G,Mobile
20251118,C1004854,2002,2048,,976,10,1,5G,Mobile
20251119,C1004854,2002,2048,,600,10,1,4G,Mobile
20251120,C1004854,2001,1536,,375,12,3,4G,Mobile
20251121,C1004854,2002,2048,,510,17,1,4G,Mobile
20251122,C1004854,2002,2048,,783,9,1,4G,Mobile
20251123,C1004854,2005,2560,,556,13,0,4G,Mobile
20251124,C1004854,2002,2048,,311,13,4,4G,Mobile
20251125,C1004854,2003,2048,265,1228,11,0,4G,Mobile
20251126,C1004854,2004,1024,446,254,8,1,4G,Mobile
20251127,C1004854,2201,1024,,141,13,0,4G,Mobile
20251128,C1004854,2201,1024,,404,12,0,5G,Mobile
20251129,C1004854,2005,2560,,1050,13,3,4G,Mobile
20251130,C1004854,2001,1536,,550,15,3,5G,Mobile
20251101,C1004855,2002,2048,,444,19,0,4G,Mobile
20251102,C1004855,2201,1024,,657,8,1,4G,Mobile
20251103,C1004855,2001,1536,,1280,12,0,4G,Mobile
20251104,C1004855,2005,2560,,885,16,2,4G,Mobile
20251105,C1004855,2003,2048,345,1357,14,1,4G,Mobile
20251106,C1004855,2201,1024,,115,11,1,5G,Mobile
20251107,C1004855,2201,1024,,126,11,4,4G,Mobile
20251108,C1004855,2201,1024,,248,10,0,4G,Mobile
20251109,C1004855,2005,2560,,285,11,1,4G,Mobile
20251110,C1004855,2002,2048,,1699,10,0,4G,Mobile
20251111,C1004855,2001,1536,,,15,3,4G,Mobile
20251112,C1004855,2002,2048,,1153,15,1,4G,Hotspot
20251113,C1004855,2004,1024,141,532,8,0,4G,Mobile
20251114,C1004855,2003,2048,354,1365,12,1,4G,Mobile
20251115,C1004855,2001,1536,,1266,11,4,4G,Mobile
20251116,C1004855,2002,2048,,1207,7,1,4G,Mobile
20251117,C1004855,2003,2048,46,1085,14,1,4G,Mobile
20251118,C1004855,2002,2048,,1097,9,4,5G,Mobile
20251119,C1004855,2001,1536,,299,11,0,4G,Mobile
20251120,C1004855,2002,2048,,452,15,4,5G,Mobile
20251121,C1004855,2002,2048,,985,7,0,4G,Mobile
20251122,C1004855,2003,2048,21,354,12,0,5G,Mobile
20251123,C1004855,2004,1024,479,662,11,2,4G,Mobile
20251124,C1004855,2004,1024,599,125,10,2,5G,Mobile
20251125,C1004855,2003,2048,278,1482,11,3,4G,Mobile
20251126,C1004855,2002,2048,,1225,17,4,4G,Hotspot
20251127,C1004855,2005,2560,,716,12,2,4G,Mobile
20251128,C1004855,2002,2048,,544,13,2,5G,Mobile
20251129,C1004855,2001,1536,,326,17,5,4G,Mobile
20251130,C1004855,2004,1024,522,370,12,1,5G,Mobile
20251101,C1004856,2003,2048,28,226,18,0,4G,Mobile
20251102,C1004856,2201,1024,,527,11,0,5G,Mobile
20251103,C1004856,2003,2048,529,1453,10,1,4G,Hotspot
20251104,C1004856,2005,2560,,631,14,1,5G,Mobile
20251105,C1004856,2004,1024,598,133,18,0,4G,Mobile
20251106,C1004856,2002,2048,,950,14,0,4G,Mobile
20251107,C1004856,2004,1024,33,204,10,1,4G,Mobile
20251108,C1004856,2002,2048,,1384,12,2,5G,Hotspot
20251109,C1004856,2001,1536,,697,8,2,4G,Hotspot
20251110,C1004856,2001,1536,,,19,2,4G,Mobile
20251111,C1004856,2004,1024,127,613,6,0,4G,Mobile
20251112,C1004856,2201,1024,,120,13,3,4G,Mobile
20251113,C1004856,2201,1024,,157,12,0,4G,Hotspot
20251114,C1004856,2001,1536,,1352,13,4,4G,Mobile
20251115,C1004856,2201,1024,,32,9,0,4G,Mobile
20251116,C1004856,2003,2048,488,611,4,2,5G,Hotspot
20251117,C1004856,2001,1536,,1450,9,3,4G,Mobile
20251118,C1004856,2005,2560,,1135,10,3,5G,Mobile
20251119,C1004856,2003,2048,8,524,14,0,4G,Mobile
20251120,C1004856,2002,2048,,2755,17,1,4G,Mobile
20251121,C1004856,2002,2048,,960,14,2,4G,Hotspot
20251122,C1004856,2001,1536,,556,17,0,4G,Mobile
20251123,C1004856,2004,1024,226,359,11,3,4G,Mobile
20251124,C1004856,2001,1536,,952,6,2,5G,Mobile
20251125,C1004856,2201,1024,,482,8,2,5G,Mobile
20251126,C1004856,2201,1024,,426,13,1,4G,Mobile
20251127,C1004856,2001,1536,,525,14,2,4G,Mobile
20251128,C1004856,2002,2048,,76,11,4,4G,Mobile
20251129,C1004856,2201,1024,,829,13,1,4G,Mobile
20251130,C1004856,2002,2048,,800,10,0,4G,Mobile
20251101,C1004857,2003,2048,17,1506,16,0,4G,Mobile
20251102,C1004857,2002,2048,,846,10,1,4G,Mobile
20251103,C1004857,2004,1024,22,442,16,0,4G,Mobile
20251104,C1004857,2201,1024,,173,16,2,4G,Mobile
20251105,C1004857,2002,2048,,271,10,1,4G,Mobile
20251106,C1004857,2002,2048,,65,12,0,4G,Mobile
20251107,C1004857,2005,2560,,315,6,3,4G,Mobile
20251108,C1004857,2001,1536,,936,11,3,4G,Mobile
20251109,C1004857,2003,2048,14,1029,8,0,5G,Mobile
20251110,C1004857,2004,1024,45,667,8,1,4G,Mobile
20251111,C1004857,2005,2560,,64,14,1,4G,Mobile
20251112,C1004857,2004,1024,417,62,22,0,5G,Mobile
20251113,C1004857,2002,2048,,1308,12,0,4G,Mobile
20251114,C1004857,2003,2048,152,1382,14,1,4G,Mobile
20251115,C1004857,2004,1024,119,293,11,1,4G,Mobile
20251116,C1004857,2004,1024,583,516,5,1,4G,Mobile
20251117,C1004857,2002,2048,,1545,10,1,4G,Mobile
20251118,C1004857,2201,1024,,305,13,1,5G,Mobile
20251119,C1004857,2002,2048,,563,19,2,4G,Mobile
20251120,C1004857,2004,1024,249,714,10,2,4G,Mobile
20251121,C1004857,2001,1536,,219,7,1,4G,Mobile
20251122,C1004857,2003,2048,14,555,14,2,4G,Mobile
20251123,C1004857,2001,1536,,411,11,2,5G,Mobile
20251124,C1004857,2005,2560,,1088,19,2,4G,Mobile
20251125,C1004857,2001,1536,,1278,12,2,4G,Mobile
20251126,C1004857,2201,1024,,190,7,2,4G,Mobile
20251127,C1004857,2002,2048,,1316,14,4,4G,Mobile
20251128,C1004857,2001,1536,,251,13,0,4G,Mobile
20251129,C1004857,2002,2048,,608,7,0,4G,Mobile
20251130,C1004857,2003,2048,24,999,11,1,5G,Mobile
20251101,C1004858,2004,1024,47,434,17,0,4G,Hotspot
20251102,C1004858,2004,1024,447,461,8,0,4G,Mobile
20251103,C1004858,2001,1536,,1194,17,1,5G,Mobile
20251104,C1004858,2001,1536,,194,11,2,4G,Mobile
20251105,C1004858,2005,2560,,535,12,1,4G,Mobile
20251106,C1004858,2002,2048,,1172,8,1,4G,Mobile
20251107,C1004858,2003,2048,179,1639,8,1,4G,Mobile
20251108,C1004858,2001,1536,,55,5,3,4G,Mobile
20251109,C1004858,2201,1024,,728,13,0,5G,Mobile
20251110,C1004858,2201,1024,,375,9,1,5G,Hotspot
20251111,C1004858,2201,1024,,69,9,2,4G,Mobile
20251112,C1004858,2201,1024,,769,9,0,4G,Mobile
20251113,C1004858,2201,1024,,88,10,2,5G,Mobile
20251114,C1004858,2005,2560,,333,18,3,4G,Mobile
20251115,C1004858,2003,2048,326,1735,12,3,4G,Mobile
20251116,C1004858,2002,2048,,561,10,3,4G,Mobile
20251117,C1004858,2201,1024,,,15,4,4G,Mobile
20251118,C1004858,2002,2048,,357,16,1,4G,Mobile
20251119,C1004858,2003,2048,58,818,14,1,4G,Mobile
20251120,C1004858,2003,2048,579,1117,13,0,4G,Mobile
20251121,C1004858,2201,1024,,366,8,1,4G,Mobile
20251122,C1004858,2005,2560,,174,6,1,5G,Hotspot
20251123,C1004858,2004,1024,67,247,9,1,4G,Mobile
20251124,C1004858,2002,2048,,1334,10,1,4G,Mobile
20251125,C1004858,2003,2048,153,906,9,4,4G,Mobile
20251126,C1004858,2003,2048,543,146,13,1,4G,Mobile
20251127,C1004858,2201,1024,,47,20,0,4G,Mobile
20251128,C1004858,2004,1024,312,33,11,2,4G,Mobile
20251129,C1004858,2201,1024,,120,10,2,4G,Mobile
20251130,C1004858,2201,1024,,476,17,0,4G,Mobile
20251101,C1004859,2201,1024,,132,10,1,5G,Mobile
20251102,C1004859,2002,2048,,1369,10,1,4G,Hotspot
20251103,C1004859,2001,1536,,1170,21,2,5G,Mobile
20251104,C1004859,2005,2560,,241,10,2,4G,Mobile
20251105,C1004859,2001,1536,,636,12,1,4G,Mobile
20251106,C1004859,2001,1536,,481,12,5,4G,Mobile
20251107,C1004859,2201,1024,,166,15,2,4G,Mobile
20251108,C1004859,2001,1536,,884,13,0,4G,Mobile
20251109,C1004859,2201,1024,,782,10,4,5G,Mobile
20251110,C1004859,2001,1536,,663,16,1,5G,Mobile
20251111,C1004859,2003,2048,48,971,11,1,4G,Mobile
