customer_id,customer_age,customer_gender,city_identifier,activation_date,customer_type,user_segment,kyc_status,sim_type
C1004291,45,Male,1005,05-10-2025,Prepaid,Salaried,Verified,Physical SIM
C1004292,38,Male,1025,24-02-2023,Prepaid,Student,Verified,eSIM
C1004293,36,Female,1034,22-09-2024,Prepaid,Salaried,Verified,Physical SIM
C1004294,18,Other,1010,14-06-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1004295,26,Male,1021,07-01-2023,Prepaid,Self-employed,Pending,Physical SIM
C1004296,56,Female,1039,26-07-2024,Prepaid,Salaried,Verified,Physical SIM
C1004297,32,Female,1060,14-05-2024,Prepaid,Student,Verified,Physical SIM
C1004298,48,Male,1043,16-08-2025,Postpaid,Salaried,Verified,Physical SIM
C1004299,48,Male,1040,02-11-2023,Postpaid,Student,Verified,Physical SIM
C1004300,31,Male,1056,06-11-2024,Prepaid,Student,Verified,Physical SIM
C1004301,26,Male,1049,13-06-2023,Prepaid,Rural Worker,Verified,eSIM
C1004302,47,Female,1017,08-09-2024,Prepaid,Salaried,Verified,Physical SIM
C1004303,22,Male,1020,22-05-2025,Postpaid,Student,Pending,eSIM
C1004304,39,Male,1009,15-02-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004305,56,Female,1009,13-06-2023,Prepaid,Student,Verified,Physical SIM
C1004306,48,Male,1063,22-06-2024,Prepaid,Salaried,Verified,eSIM
C1004307,50,Female,1052,27-06-2023,Postpaid,Salaried,Verified,Physical SIM
C1004308,21,Female,1049,19-11-2024,Prepaid,Student,Verified,Physical SIM
C1004309,26,Female,1034,05-09-2023,Postpaid,Salaried,Verified,Physical SIM
C1004310,29,Male,1007,04-12-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004311,30,Female,1032,28-01-2025,Prepaid,Salaried,Verified,Physical SIM
C1004312,26,Female,1012,30-11-2025,Prepaid,Self-employed,Verified,eSIM
C1004313,59,Male,1073,23-07-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1004314,25,Female,1031,19-09-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004315,48,Male,1009,09-12-2023,Prepaid,Senior,Verified,Physical SIM
C1004316,43,Male,1022,14-06-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1004317,44,Female,1049,18-08-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004318,27,Female,1034,30-08-2024,Prepaid,Salaried,Verified,Physical SIM
C1004319,31,Other,1005,24-08-2024,Prepaid,Student,Verified,Physical SIM
C1004320,44,Female,1028,18-11-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004321,30,Female,1052,04-07-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004322,47,Male,1040,07-03-2023,Postpaid,Self-employed,Verified,Physical SIM
C1004323,19,Male,1042,04-07-2025,Postpaid,Salaried,Verified,Physical SIM
C1004324,21,Male,1050,22-01-2023,Postpaid,Self-employed,Verified,Physical SIM
C1004325,49,Male,1055,29-06-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004326,44,Male,1033,12-10-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004327,19,Male,1057,07-06-2025,Postpaid,Student,Verified,Physical SIM
C1004328,56,Male,1068,18-01-2025,Prepaid,Salaried,Verified,Physical SIM
C1004329,18,Male,1010,25-03-2023,Prepaid,Student,Verified,Physical SIM
C1004330,59,Male,1055,17-05-2023,Prepaid,Student,Verified,Physical SIM
C1004331,49,Male,1021,22-06-2023,Prepaid,Salaried,Verified,Physical SIM
C1004332,60,Female,1009,29-01-2025,Prepaid,Student,Verified,Physical SIM
C1004333,58,Male,1019,08-04-2023,Postpaid,Rural Worker,Verified,Physical SIM
C1004334,31,Male,1070,07-09-2023,Prepaid,Salaried,Verified,Physical SIM
C1004335,50,Female,1046,27-05-2024,Prepaid,Self-employed,Verified,eSIM
C1004336,27,Male,1035,17-07-2023,Prepaid,Student,Verified,Physical SIM
C1004337,38,Male,1020,17-02-2024,Postpaid,Self-employed,Verified,Physical SIM
C1004338,28,Female,1040,20-11-2023,Prepaid,Salaried,Pending,Physical SIM
C1004339,38,Female,1039,19-03-2024,Postpaid,Salaried,Verified,Physical SIM
C1004340,55,Female,1031,30-01-2023,Prepaid,Salaried,Verified,Physical SIM
C1004341,36,Female,1034,26-01-2024,Postpaid,Salaried,Verified,Physical SIM
C1004342,21,Male,1055,25-07-2024,Postpaid,Salaried,Verified,Physical SIM
C1004343,31,Male,1044,27-03-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004344,51,Female,1003,29-09-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004345,40,Male,1027,11-02-2024,Prepaid,Salaried,Verified,Physical SIM
C1004346,42,Female,1005,21-11-2023,Postpaid,Rural Worker,Verified,Physical SIM
C1004347,36,Female,1070,20-06-2023,Postpaid,Salaried,Verified,Physical SIM
C1004348,30,Male,1025,16-10-2024,Prepaid,Salaried,Verified,Physical SIM
C1004349,43,Male,1073,29-08-2024,Prepaid,Salaried,Verified,Physical SIM
C1004350,45,Male,1019,25-02-2023,Postpaid,Salaried,Verified,Physical SIM
C1004351,56,Male,1027,14-07-2025,Postpaid,Salaried,Verified,Physical SIM
C1004352,44,Male,1031,08-11-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004353,60,Female,1069,24-11-2025,Postpaid,Salaried,Pending,Physical SIM
C1004354,53,Male,1007,08-04-2025,Prepaid,Senior,Verified,Physical SIM
C1004355,21,Male,1060,05-05-2023,Prepaid,Student,Verified,Physical SIM
C1004356,34,Female,1050,12-08-2025,Prepaid,Salaried,Verified,Physical SIM
C1004357,34,Male,1017,13-03-2024,Prepaid,Student,Verified,Physical SIM
C1004358,18,Female,1064,08-07-2025,Prepaid,Salaried,Verified,Physical SIM
C1004359,25,Male,1043,14-09-2023,Prepaid,Salaried,Verified,Physical SIM
C1004360,50,Male,1038,01-01-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004361,33,Male,1029,26-08-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004362,24,Female,1032,03-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1004363,30,Male,1061,19-01-2024,Postpaid,Student,Verified,Physical SIM
C1004364,29,Male,1073,26-02-2023,Postpaid,Salaried,Verified,Physical SIM
C1004365,25,Female,1068,23-07-2025,Prepaid,Salaried,Verified,Physical SIM
C1004366,22,Female,1026,09-02-2025,Postpaid,Self-employed,Verified,Physical SIM
C1004367,50,Male,1047,22-09-2025,Prepaid,Salaried,Pending,Physical SIM
C1004368,53,Female,1075,04-07-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004369,39,Male,1048,13-12-2023,Prepaid,Senior,Verified,Physical SIM
C1004370,44,Male,1001,17-10-2024,Prepaid,Salaried,Verified,Physical SIM
C1004371,57,Female,1055,15-01-2024,Postpaid,Rural Worker,Verified,Physical SIM
C1004372,54,Male,1043,27-09-2025,Prepaid,Self-employed,Pending,Physical SIM
C1004373,19,Female,1038,23-07-2024,Prepaid,Student,Verified,Physical SIM
C1004374,58,Male,1003,22-12-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004375,20,Male,1036,07-11-2024,Prepaid,Salaried,Verified,Physical SIM
C1004376,19,Female,1060,18-02-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004377,35,Male,1043,12-03-2025,Prepaid,Self-employed,Rejected,Physical SIM
C1004378,50,Male,1021,07-06-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1004379,21,Other,1062,17-04-2023,Prepaid,Self-employed,Pending,Physical SIM
C1004380,30,Female,1034,11-03-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004381,29,Male,1049,24-02-2023,Prepaid,Salaried,Verified,Physical SIM
C1004382,35,Male,1002,21-02-2025,Prepaid,Senior,Verified,Physical SIM
C1004383,60,Female,1011,23-12-2024,Prepaid,Self-employed,Pending,Physical SIM
C1004384,32,Male,1016,12-08-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004385,26,Female,1011,24-05-2024,Prepaid,Rural Worker,Pending,Physical SIM
C1004386,23,Male,1032,21-11-2025,Postpaid,Student,Verified,Physical SIM
C1004387,26,Female,1032,17-12-2024,Prepaid,Salaried,Verified,Physical SIM
C1004388,23,Other,1007,16-02-2024,Postpaid,Self-employed,Verified,Physical SIM
C1004389,42,Female,1050,18-11-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1004390,36,Female,1037,06-10-2025,Prepaid,Self-employed,Verified,eSIM
C1004391,39,Male,1030,03-07-2023,Prepaid,Salaried,Verified,Physical SIM
C1004392,53,Male,1019,18-01-2023,Prepaid,Salaried,Verified,Physical SIM
C1004393,42,Male,1029,29-04-2023,Prepaid,Salaried,Verified,Physical SIM
C1004394,24,Male,1013,04-01-2025,Prepaid,Salaried,Verified,eSIM
C1004395,34,Female,1068,17-04-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1004396,31,Male,1039,26-06-2024,Prepaid,Salaried,Verified,Physical SIM
C1004397,53,Female,1066,05-03-2024,Prepaid,Salaried,Verified,Physical SIM
C1004398,31,Female,1065,15-07-2023,Postpaid,Salaried,Verified,Physical SIM
C1004399,23,Male,1036,30-03-2023,Postpaid,Rural Worker,Verified,Physical SIM
C1004400,49,Male,1030,04-03-2025,Prepaid,Salaried,Verified,Physical SIM
C1004401,36,Female,1054,20-09-2023,Prepaid,Salaried,Verified,Physical SIM
C1004402,22,Female,1029,14-11-2025,Prepaid,Salaried,Verified,Physical SIM
C1004403,47,Male,1034,06-07-2025,Postpaid,Salaried,Verified,Physical SIM
C1004404,27,Female,1031,31-03-2025,Prepaid,Salaried,Verified,Physical SIM
C1004405,55,Female,1046,27-05-2024,Prepaid,Self-employed,Rejected,Physical SIM
C1004406,53,Female,1005,17-01-2024,Postpaid,Salaried,Verified,Physical SIM
C1004407,33,Female,1021,27-06-2025,Prepaid,Salaried,Verified,Physical SIM
C1004408,41,Female,1052,20-02-2023,Prepaid,Salaried,Verified,Physical SIM
C1004409,42,Other,1038,03-10-2025,Postpaid,Salaried,Verified,Physical SIM
C1004410,46,Female,1052,26-05-2025,Postpaid,Salaried,Verified,Physical SIM
C1004411,20,Male,1049,13-03-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004412,31,Male,1025,22-08-2023,Prepaid,Student,Verified,Physical SIM
C1004413,25,Male,1034,01-10-2025,Prepaid,Salaried,Rejected,Physical SIM
C1004414,47,Male,1006,07-12-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004415,20,Male,1057,31-01-2024,Prepaid,Rural Worker,Pending,Physical SIM
C1004416,40,Male,1034,06-06-2025,Prepaid,Student,Verified,Physical SIM
C1004417,49,Male,1021,13-01-2025,Prepaid,Student,Verified,Physical SIM
C1004418,58,Male,1041,11-09-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1004419,30,Male,1001,05-03-2024,Postpaid,Student,Verified,Physical SIM
C1004420,18,Male,1032,18-09-2024,Postpaid,Senior,Verified,Physical SIM
C1004421,49,Female,1069,16-10-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004422,18,Male,1029,15-02-2023,Prepaid,Student,Verified,Physical SIM
C1004423,20,Male,1028,14-12-2024,Prepaid,Student,Verified,Physical SIM
C1004424,60,Female,1034,02-02-2025,Prepaid,Senior,Verified,Physical SIM
C1004425,55,Male,1019,22-05-2023,Prepaid,Salaried,Verified,Physical SIM
C1004426,48,Female,1017,14-05-2025,Prepaid,Salaried,Verified,Physical SIM
C1004427,53,Female,1036,04-04-2024,Prepaid,Salaried,Verified,Physical SIM
C1004428,21,Male,1050,30-03-2024,Prepaid,Salaried,Verified,Physical SIM
C1004429,21,Female,1019,09-08-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004430,30,Female,1016,26-06-2025,Postpaid,Self-employed,Pending,Physical SIM
C1004431,19,Female,1055,08-05-2023,Prepaid,Student,Verified,Physical SIM
C1004432,56,Male,1038,08-11-2025,Prepaid,Salaried,Verified,Physical SIM
C1004433,20,Male,1024,22-09-2024,Prepaid,Self-employed,Verified,eSIM
C1004434,41,Male,1064,09-09-2023,Postpaid,Salaried,Verified,Physical SIM
C1004435,54,Male,1075,25-12-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004436,49,Male,1064,01-02-2025,Prepaid,Salaried,Verified,Physical SIM
C1004437,28,Male,1021,02-10-2023,Prepaid,Student,Verified,eSIM
C1004438,38,Male,1074,22-07-2025,Prepaid,Senior,Verified,eSIM
C1004439,41,Female,1028,08-01-2023,Prepaid,Salaried,Pending,eSIM
C1004440,51,Male,1006,16-05-2023,Postpaid,Salaried,Verified,Physical SIM
C1004441,36,Male,1041,30-10-2025,Prepaid,Student,Verified,eSIM
C1004442,30,Female,1072,20-03-2025,Prepaid,Salaried,Verified,Physical SIM
C1004443,52,Female,1001,20-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1004444,56,Male,1001,03-12-2023,Prepaid,Salaried,Verified,Physical SIM
C1004445,39,Female,1001,25-11-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004446,19,Male,1064,05-01-2025,Prepaid,Salaried,Verified,Physical SIM
C1004447,39,Female,1018,22-03-2023,Postpaid,Student,Verified,Physical SIM
C1004448,56,Male,1038,06-04-2024,Prepaid,Self-employed,Pending,Physical SIM
C1004449,60,Female,1007,22-10-2024,Postpaid,Self-employed,Verified,Physical SIM
C1004450,35,Male,1071,18-09-2024,Postpaid,Salaried,Verified,Physical SIM
C1004451,24,Female,1058,23-03-2025,Prepaid,Senior,Verified,Physical SIM
C1004452,42,Female,1043,29-08-2025,Prepaid,Salaried,Verified,Physical SIM
C1004453,53,Female,1066,20-02-2023,Postpaid,Student,Verified,Physical SIM
C1004454,58,Male,1016,21-07-2024,Postpaid,Student,Verified,Physical SIM
C1004455,20,Male,1031,11-07-2024,Prepaid,Salaried,Verified,Physical SIM
C1004456,30,Male,1073,10-08-2023,Postpaid,Salaried,Verified,eSIM
C1004457,38,Female,1039,01-06-2023,Prepaid,Student,Verified,Physical SIM
C1004458,22,Male,1023,20-08-2025,Prepaid,Salaried,Verified,Physical SIM
C1004459,56,Male,1046,06-06-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1004460,22,Female,1071,15-04-2024,Prepaid,Self-employed,Pending,Physical SIM
C1004461,46,Male,1008,16-10-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004462,57,Male,1075,23-05-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004463,47,Male,1036,21-10-2024,Prepaid,Self-employed,Verified,eSIM
C1004464,50,Female,1007,31-01-2023,Postpaid,Salaried,Verified,Physical SIM
C1004465,29,Female,1072,12-08-2024,Prepaid,Salaried,Pending,eSIM
C1004466,53,Male,1043,11-05-2025,Prepaid,Salaried,Verified,Physical SIM
C1004467,35,Female,1016,27-06-2024,Prepaid,Student,Verified,Physical SIM
C1004468,20,Female,1014,22-11-2025,Prepaid,Salaried,Verified,Physical SIM
C1004469,33,Prefer Not To Say,1007,15-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1004470,33,Male,1040,24-11-2023,Prepaid,Student,Rejected,Physical SIM
C1004471,40,Female,1022,27-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1004472,29,Female,1024,16-11-2023,Postpaid,Self-employed,Verified,Physical SIM
C1004473,37,Male,1042,23-12-2023,Prepaid,Salaried,Pending,Physical SIM
C1004474,36,Female,1072,27-04-2024,Prepaid,Salaried,Verified,Physical SIM
C1004475,32,Female,1066,02-10-2023,Postpaid,Student,Verified,Physical SIM
C1004476,47,Female,1008,07-02-2023,Prepaid,Student,Verified,Physical SIM
C1004477,31,Male,1027,10-10-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004478,50,Male,1017,02-02-2023,Prepaid,Student,Verified,Physical SIM
C1004479,28,Female,1026,25-08-2025,Prepaid,Salaried,Verified,Physical SIM
C1004480,55,Female,1068,13-07-2025,Prepaid,Senior,Verified,eSIM
C1004481,33,Male,1026,12-10-2023,Postpaid,Salaried,Verified,Physical SIM
C1004482,19,Male,1049,12-08-2025,Prepaid,Salaried,Verified,Physical SIM
C1004483,24,Male,1064,03-02-2024,Postpaid,Salaried,Verified,Physical SIM
C1004484,52,Female,1021,01-02-2024,Prepaid,Student,Verified,Physical SIM
C1004485,55,Male,1036,20-06-2024,Prepaid,Salaried,Verified,Physical SIM
C1004486,27,Male,1061,29-08-2025,Prepaid,Salaried,Verified,Physical SIM
C1004487,43,Male,1025,01-03-2025,Prepaid,Salaried,Verified,Physical SIM
C1004488,42,Female,1051,07-11-2024,Prepaid,Salaried,Verified,Physical SIM
C1004489,23,Male,1014,07-04-2025,Prepaid,Salaried,Verified,Physical SIM
C1004490,37,Female,1069,21-07-2025,Prepaid,Student,Pending,Physical SIM
C1004491,47,Female,1010,07-02-2025,Prepaid,Student,Verified,Physical SIM
C1004492,59,Female,1052,13-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1004493,54,Male,1074,19-11-2023,Prepaid,Salaried,Verified,Physical SIM
C1004494,22,Female,1011,11-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1004495,28,Male,1037,23-06-2023,Prepaid,Student,Verified,Physical SIM
C1004496,36,Male,1072,07-10-2024,Prepaid,Self-employed,Verified,eSIM
C1004497,24,Male,1006,20-05-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004498,42,Female,1024,30-01-2023,Prepaid,Salaried,Verified,Physical SIM
C1004499,18,Male,1068,20-07-2025,Prepaid,Self-employed,Verified,eSIM
C1004500,22,Female,1011,11-11-2024,Prepaid,Salaried,Verified,eSIM
C1004501,20,Male,1072,30-08-2025,Prepaid,Student,Verified,Physical SIM
C1004502,30,Female,1056,24-01-2025,Postpaid,Salaried,Verified,Physical SIM
C1004503,50,Female,1018,03-07-2025,Postpaid,Salaried,Verified,Physical SIM
C1004504,25,Male,1016,11-03-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1004505,60,Female,1024,20-01-2024,Prepaid,Salaried,Verified,Physical SIM
C1004506,29,Female,1040,28-07-2024,Prepaid,Salaried,Verified,eSIM
C1004507,19,Prefer Not To Say,1073,13-06-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1004508,32,Female,1060,11-06-2025,Prepaid,Salaried,Verified,Physical SIM
C1004509,50,Female,1002,15-12-2024,Prepaid,Salaried,Verified,Physical SIM
C1004510,22,Female,1045,14-09-2024,Prepaid,Salaried,Verified,Physical SIM
C1004511,21,Female,1025,22-11-2024,Prepaid,Senior,Pending,Physical SIM
C1004512,54,Male,1040,15-01-2025,Prepaid,Student,Verified,Physical SIM
C1004513,43,Female,1033,22-09-2023,Prepaid,Self-employed,Pending,Physical SIM
C1004514,32,Male,1045,14-10-2024,Postpaid,Salaried,Verified,Physical SIM
C1004515,50,Male,1058,22-10-2024,Postpaid,Senior,Verified,Physical SIM
C1004516,54,Female,1018,04-01-2025,Prepaid,Senior,Verified,Physical SIM
C1004517,33,Male,1028,29-11-2025,Postpaid,Self-employed,Verified,Physical SIM
C1004518,42,Other,1004,25-12-2023,Postpaid,Student,Verified,Physical SIM
C1004519,18,Female,1026,29-06-2023,Prepaid,Salaried,Verified,Physical SIM
C1004520,31,Female,1075,22-11-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1004521,43,Female,1055,08-02-2024,Postpaid,Salaried,Verified,Physical SIM
C1004522,26,Female,1051,31-10-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1004523,60,Male,1064,21-02-2024,Prepaid,Self-employed,Verified,eSIM
C1004524,59,Male,1043,20-04-2025,Prepaid,Salaried,Verified,Physical SIM
C1004525,29,Female,1007,16-08-2023,Prepaid,Student,Verified,Physical SIM
C1004526,35,Female,1050,22-01-2023,Prepaid,Salaried,Verified,Physical SIM
C1004527,26,Female,1011,19-04-2025,Postpaid,Self-employed,Verified,Physical SIM
C1004528,39,Prefer Not To Say,1015,01-07-2024,Prepaid,Salaried,Pending,Physical SIM
C1004529,23,Male,1050,23-01-2025,Prepaid,Student,Verified,Physical SIM
C1004530,34,Female,1070,10-10-2023,Prepaid,Self-employed,Pending,eSIM
C1004531,41,Male,1024,20-08-2023,Prepaid,Student,Verified,Physical SIM
C1004532,44,Male,1023,07-05-2024,Prepaid,Salaried,Verified,Physical SIM
C1004533,43,Male,1051,02-07-2025,Prepaid,Salaried,Verified,Physical SIM
C1004534,27,Male,1024,23-02-2025,Prepaid,Salaried,Verified,Physical SIM
C1004535,52,Male,1014,29-03-2024,Prepaid,Student,Verified,Physical SIM
C1004536,47,Female,1018,24-06-2023,Postpaid,Self-employed,Verified,Physical SIM
C1004537,50,Female,1061,09-08-2024,Postpaid,Self-employed,Verified,Physical SIM
C1004538,38,Prefer Not To Say,1046,28-02-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004539,56,Female,1025,30-12-2024,Prepaid,Senior,Verified,Physical SIM
C1004540,34,Female,1075,05-04-2024,Prepaid,Salaried,Verified,Physical SIM
C1004541,52,Male,1026,19-07-2025,Postpaid,Student,Verified,Physical SIM
C1004542,26,Male,1052,27-10-2025,Postpaid,Student,Verified,Physical SIM
C1004543,28,Male,1014,30-08-2023,Prepaid,Self-employed,Verified,eSIM
C1004544,40,Male,1071,05-05-2023,Postpaid,Student,Verified,Physical SIM
C1004545,41,Male,1016,22-09-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1004546,50,Female,1033,22-02-2023,Prepaid,Salaried,Verified,Physical SIM
C1004547,30,Male,1045,16-12-2024,Prepaid,Self-employed,Pending,Physical SIM
C1004548,55,Male,1040,24-07-2025,Prepaid,Salaried,Verified,eSIM
C1004549,32,Male,1044,01-08-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004550,40,Female,1059,27-03-2025,Prepaid,Salaried,Verified,Physical SIM
C1004551,58,Female,1062,02-04-2025,Postpaid,Salaried,Verified,Physical SIM
C1004552,41,Male,1026,25-09-2023,Postpaid,Self-employed,Verified,Physical SIM
C1004553,47,Female,1048,31-08-2025,Prepaid,Salaried,Verified,Physical SIM
C1004554,57,Female,1043,14-03-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1004555,59,Male,1033,22-03-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004556,39,Male,1038,22-09-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004557,35,Female,1061,29-03-2024,Postpaid,Salaried,Verified,eSIM
C1004558,26,Female,1051,15-06-2023,Prepaid,Student,Verified,Physical SIM
C1004559,41,Female,1002,23-11-2023,Prepaid,Student,Verified,Physical SIM
C1004560,57,Male,1005,23-09-2025,Postpaid,Salaried,Verified,Physical SIM
C1004561,38,Male,1053,13-06-2024,Prepaid,Student,Verified,Physical SIM
C1004562,32,Female,1040,13-06-2023,Prepaid,Senior,Verified,Physical SIM
C1004563,22,Female,1041,13-05-2025,Prepaid,Senior,Verified,Physical SIM
C1004564,34,Female,1064,14-09-2023,Postpaid,Student,Verified,Physical SIM
C1004565,28,Female,1017,08-06-2024,Postpaid,Self-employed,Verified,Physical SIM
C1004566,59,Female,1020,19-05-2023,Prepaid,Salaried,Verified,Physical SIM
C1004567,40,Male,1048,07-02-2023,Prepaid,Salaried,Verified,Physical SIM
C1004568,23,Female,1059,09-11-2025,Prepaid,Salaried,Verified,Physical SIM
C1004569,20,Female,1074,15-12-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004570,54,Male,1070,02-10-2024,Prepaid,Rural Worker,Verified,Physical SIM
C1004571,58,Female,1026,11-01-2023,Prepaid,Student,Verified,eSIM
C1004572,50,Female,1014,11-10-2024,Prepaid,Salaried,Verified,Physical SIM
C1004573,23,Female,1048,15-04-2023,Prepaid,Salaried,Verified,Physical SIM
C1004574,22,Female,1015,12-06-2023,Prepaid,Salaried,Verified,Physical SIM
C1004575,26,Female,1033,14-02-2025,Prepaid,Student,Verified,Physical SIM
C1004576,50,Male,1023,30-06-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004577,50,Female,1030,04-06-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1004578,54,Male,1067,16-01-2024,Prepaid,Salaried,Verified,Physical SIM
C1004579,22,Male,1024,05-12-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1004580,24,Female,1064,29-05-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004581,56,Female,1018,28-08-2024,Prepaid,Salaried,Verified,Physical SIM
C1004582,57,Female,1023,31-08-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004583,49,Female,1018,05-08-2024,Prepaid,Salaried,Verified,Physical SIM
C1004584,22,Male,1057,17-07-2023,Prepaid,Salaried,Verified,Physical SIM
C1004585,20,Female,1059,01-03-2023,Prepaid,Salaried,Pending,Physical SIM
C1004586,20,Male,1003,21-08-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004587,47,Male,1025,03-08-2024,Prepaid,Student,Verified,Physical SIM
C1004588,54,Male,1071,28-11-2024,Prepaid,Salaried,Verified,Physical SIM
C1004589,45,Male,1040,12-01-2023,Prepaid,Salaried,Verified,Physical SIM
C1004590,29,Male,1014,13-10-2023,Postpaid,Salaried,Verified,Physical SIM
C1004591,50,Male,1017,23-05-2025,Prepaid,Salaried,Verified,Physical SIM
C1004592,20,Prefer Not To Say,1035,26-02-2024,Postpaid,Student,Verified,Physical SIM
C1004593,53,Female,1016,07-03-2025,Prepaid,Rural Worker,Verified,Physical SIM
C1004594,56,Female,1033,02-02-2024,Postpaid,Salaried,Verified,Physical SIM
C1004595,48,Female,1045,30-10-2023,Postpaid,Salaried,Pending,Physical SIM
C1004596,55,Female,1035,06-01-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004597,43,Male,1044,07-10-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004598,38,Female,1005,03-12-2024,Prepaid,Student,Verified,Physical SIM
C1004599,31,Male,1038,22-07-2023,Prepaid,Salaried,Verified,Physical SIM
C1004600,57,Male,1005,12-03-2025,Prepaid,Salaried,Verified,Physical SIM
C1004601,47,Female,1052,11-10-2025,Postpaid,Salaried,Verified,Physical SIM
C1004602,26,Male,1040,23-08-2025,Prepaid,Self-employed,Verified,Physical SIM
C1004603,59,Female,1048,19-06-2025,Postpaid,Student,Verified,Physical SIM
C1004604,20,Male,1026,11-01-2023,Postpaid,Salaried,Verified,Physical SIM
C1004605,43,Male,1016,11-06-2025,Postpaid,Salaried,Verified,Physical SIM
C1004606,26,Female,1051,25-10-2024,Prepaid,Salaried,Verified,Physical SIM
C1004607,46,Male,1005,11-05-2024,Prepaid,Student,Verified,Physical SIM
C1004608,35,Female,1037,07-05-2025,Postpaid,Self-employed,Verified,Physical SIM
C1004609,36,Male,1021,14-05-2025,Prepaid,Salaried,Pending,Physical SIM
C1004610,46,Male,1027,21-09-2025,Prepaid,Salaried,Verified,Physical SIM
C1004611,50,Female,1033,22-09-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004612,34,Male,1035,17-01-2025,Prepaid,Student,Verified,Physical SIM
C1004613,60,Male,1016,15-11-2023,Postpaid,Salaried,Verified,Physical SIM
C1004614,39,Male,1010,17-12-2024,Prepaid,Salaried,Verified,Physical SIM
C1004615,24,Male,1037,03-04-2024,Prepaid,Student,Verified,eSIM
C1004616,18,Male,1022,17-11-2024,Prepaid,Salaried,Verified,Physical SIM
C1004617,26,Female,1003,11-03-2024,Prepaid,Student,Verified,Physical SIM
C1004618,47,Male,1065,08-07-2023,Prepaid,Self-employed,Verified,Physical SIM
C1004619,41,Male,1036,10-01-2024,Prepaid,Self-employed,Verified,Physical SIM
C1004620,32,Female,1007,24-12-2023,Prepaid,Student,Verified,Physical SIM
C1004621,38,Female,1027,16-09-2023,Prepaid,Student,Verified,Physical SIM
C1004622,54,Female,1009,22-04-2023,Prepaid,Rural Worker,Verified,Physical SIM
C1004623,42,Female,1072,29-02-2024,Prepaid,Salaried,Verified,Physical SIM
