billing_id,billing_month,customer_id,plan_id,billed_amount_inr,discount_applied_inr,late_fee_inr,refund_amount_inr,net_revenue_inr,billing_status
B5004189,2025-11,C1004189,2005,499,30,0,0,469,Billed
B5004190,2025-11,C1004190,2003,999,20,0,0,979,Billed
B5004191,2025-11,C1004191,2001,299,0,0,0,299,Billed
B5004192,2025-11,C1004192,2002,399,0,0,0,399,Billed
B5004193,2025-11,C1004193,2002,399,0,0,0,399,Billed
B5004194,2025-11,C1004194,2002,399,0,0,0,399,Billed
B5004195,2025-11,C1004195,2201,199,0,0,0,199,Billed
B5004196,2025-11,C1004196,2002,399,30,0,0,369,Billed
B5004197,2025-11,C1004197,2003,999,0,0,0,999,Billed
B5004198,2025-11,C1004198,2101,499,0,0,0,,Billed
B5004199,2025-11,C1004199,2201,199,0,0,0,199,Billed
B5004200,2025-11,C1004200,2001,299,0,0,0,299,Billed
B5004201,2025-11,C1004201,2001,299,0,0,0,299,Billed
B5004202,2025-11,C1004202,2004,249,0,0,0,249,Billed
B5004203,2025-11,C1004203,2102,799,0,0,0,799,Billed
B5004204,2025-11,C1004204,2004,249,0,0,0,249,Billed
B5004205,2025-11,C1004205,2004,249,0,0,0,249,Billed
B5004206,2025-11,C1004206,2002,399,0,0,0,399,Billed
B5004207,2025-11,C1004207,2001,299,0,0,0,299,Billed
B5004208,2025-11,C1004208,2004,249,0,0,0,249,Billed
B5004209,2025-11,C1004209,2003,999,0,0,0,999,Billed
B5004210,2025-11,C1004210,2003,999,0,0,0,999,Billed
B5004211,2025-11,C1004211,2002,399,0,0,0,399,Billed
B5004212,2025-11,C1004212,2004,249,0,0,0,249,Billed
B5004213,2025-11,C1004213,2102,799,0,0,0,799,Billed
B5004214,2025-11,C1004214,2101,499,20,100,0,579,Billed
B5004215,2025-11,C1004215,2201,199,0,0,0,199,Billed
B5004216,2025-11,C1004216,2003,999,0,0,0,999,Billed
B5004217,2025-11,C1004217,2201,199,0,0,0,199,Billed
B5004218,2025-11,C1004218,2003,999,0,0,0,999,Billed
B5004219,2025-11,C1004219,2101,499,0,0,0,499,Billed
B5004220,2025-11,C1004220,2002,399,0,0,0,399,Billed
B5004221,2025-11,C1004221,2004,249,100,0,0,149,Billed
B5004222,2025-11,C1004222,2001,299,0,0,0,299,Billed
B5004223,2025-11,C1004223,2001,299,0,0,0,299,Billed
B5004224,2025-11,C1004224,2003,999,30,0,0,969,Billed
B5004225,2025-11,C1004225,2101,499,0,0,0,499,Billed
B5004226,2025-11,C1004226,2004,249,0,0,0,249,Billed
B5004227,2025-11,C1004227,2003,999,0,0,299,700,Refunded
B5004228,2025-11,C1004228,2101,499,0,0,149,350,Adjusted
B5004229,2025-11,C1004229,2004,249,0,0,0,249,Billed
B5004230,2025-11,C1004230,2004,249,0,0,0,249,Billed
B5004231,2025-11,C1004231,2201,199,0,0,0,199,Billed
B5004232,2025-11,C1004232,2003,999,0,0,0,999,Billed
B5004233,2025-11,C1004233,2003,999,0,0,0,999,Billed
B5004234,2025-11,C1004234,2001,299,30,0,0,269,Billed
B5004235,2025-11,C1004235,2004,249,0,0,0,249,Billed
B5004236,2025-11,C1004236,2001,299,0,0,0,299,Billed
B5004237,2025-11,C1004237,2001,299,0,0,0,299,Billed
B5004238,2025-11,C1004238,2101,499,50,0,0,449,Billed
B5004239,2025-11,C1004239,2002,399,30,0,0,369,Billed
B5004240,2025-11,C1004240,2001,299,0,0,0,299,Billed
B5004241,2025-11,C1004241,2101,499,0,0,0,499,Billed
B5004242,2025-11,C1004242,2201,199,0,0,0,199,Billed
B5004243,2025-11,C1004243,2002,399,0,0,0,399,Billed
B5004244,2025-11,C1004244,2001,299,0,0,0,299,Billed
B5004245,2025-11,C1004245,2001,299,0,0,0,299,Billed
B5004246,2025-11,C1004246,2102,799,30,0,0,769,Billed
B5004247,2025-11,C1004247,2004,249,20,0,0,229,Billed
B5004248,2025-11,C1004248,2101,499,0,0,0,499,Billed
B5004249,2025-11,C1004249,2003,999,0,0,0,999,Billed
B5004250,2025-11,C1004250,2201,199,100,0,0,99,Billed
B5004251,2025-11,C1004251,2002,399,0,0,0,399,Billed
B5004252,2025-11,C1004252,2002,399,0,0,0,399,Billed
B5004253,2025-11,C1004253,2002,399,0,0,0,399,Billed
B5004254,2025-11,C1004254,2002,399,50,0,0,349,Billed
B5004255,2025-11,C1004255,2001,299,50,0,0,249,Billed
B5004256,2025-11,C1004256,2102,799,0,0,0,799,Billed
B5004257,2025-11,C1004257,2103,999,0,0,0,999,Billed
B5004258,2025-11,C1004258,2201,199,50,0,0,149,Billed
B5004259,2025-11,C1004259,2101,499,0,0,0,499,Billed
B5004260,2025-11,C1004260,2201,199,0,0,0,199,Billed
B5004261,2025-11,C1004261,2201,199,0,0,0,199,Billed
B5004262,2025-11,C1004262,2201,199,0,0,0,199,Billed
B5004263,2025-11,C1004263,2003,999,0,0,0,999,Billed
B5004264,2025-11,C1004264,2201,199,0,0,49,150,Adjusted
B5004265,2025-11,C1004265,2005,499,75,0,0,424,Billed
B5004266,2025-11,C1004266,2102,799,0,0,0,799,Billed
B5004267,2025-11,C1004267,2001,299,100,0,0,199,Billed
B5004268,2025-11,C1004268,2102,799,30,0,0,769,Billed
B5004269,2025-11,C1004269,2005,499,0,0,0,499,Billed
B5004270,2025-11,C1004270,2004,249,0,0,0,249,Billed
B5004271,2025-11,C1004271,2001,299,0,0,0,299,Billed
B5004272,2025-11,C1004272,2002,399,75,0,0,324,Billed
B5004273,2025-11,C1004273,2004,249,0,0,0,249,Billed
B5004274,2025-11,C1004274,2002,399,0,0,0,399,Billed
B5004275,2025-11,C1004275,2001,299,0,0,0,299,Billed
B5004276,2025-11,C1004276,2201,199,0,0,0,199,Billed
B5004277,2025-11,C1004277,2004,249,100,0,0,149,Billed
B5004278,2025-11,C1004278,2004,249,0,0,0,249,Billed
B5004279,2025-11,C1004279,2103,999,0,0,0,999,Billed
B5004280,2025-11,C1004280,2003,999,0,0,0,999,Billed
B5004281,2025-11,C1004281,2002,399,0,0,0,399,Billed
B5004282,2025-11,C1004282,2002,399,0,0,0,399,Billed
B5004283,2025-11,C1004283,2002,399,0,0,0,399,Billed
B5004284,2025-11,C1004284,2003,999,0,0,0,999,Billed
B5004285,2025-11,C1004285,2004,249,0,0,0,249,Billed
B5004286,2025-11,C1004286,2101,499,30,0,0,469,Billed
B5004287,2025-11,C1004287,2004,249,75,0,0,174,Billed
B5004288,2025-11,C1004288,2201,199,50,0,0,149,Billed
B5004289,2025-11,C1004289,2002,399,0,0,0,399,Billed
B5004290,2025-11,C1004290,2001,299,20,0,99,180,Adjusted
B5004291,2025-11,C1004291,2001,299,50,0,0,249,Billed
B5004292,2025-11,C1004292,2004,249,0,0,0,249,Billed
B5004293,2025-11,C1004293,2002,399,0,0,0,399,Billed
B5004294,2025-11,C1004294,2005,499,20,0,0,479,Billed
B5004295,2025-11,C1004295,2003,999,0,0,0,999,Billed
B5004296,2025-11,C1004296,2005,499,0,0,0,499,Billed
B5004297,2025-11,C1004297,2005,499,0,0,0,499,Billed
B5004298,2025-11,C1004298,2101,499,0,100,0,599,Billed
B5004299,2025-11,C1004299,2103,999,0,0,0,999,Billed
B5004300,2025-11,C1004300,2002,399,0,0,0,399,Billed
B5004301,2025-11,C1004301,2002,399,30,0,0,369,Billed
B5004302,2025-11,C1004302,2001,299,0,0,0,299,Billed
B5004303,2025-11,C1004303,2102,799,0,0,0,799,Billed
B5004304,2025-11,C1004304,2002,399,0,0,0,399,Billed
B5004305,2025-11,C1004305,2004,249,0,0,0,249,Billed
B5004306,2025-11,C1004306,2001,299,50,0,0,249,Billed
B5004307,2025-11,C1004307,2101,499,50,0,0,449,Billed
B5004308,2025-11,C1004308,2002,399,,0,0,379,Billed
B5004309,2025-11,C1004309,2102,799,0,0,0,799,Billed
B5004310,2025-11,C1004310,2002,399,0,0,0,399,Billed
B5004311,2025-11,C1004311,2002,399,0,0,0,399,Billed
B5004312,2025-11,C1004312,2201,199,0,0,0,199,Billed
B5004313,2025-11,C1004313,2003,999,30,0,0,969,Billed
B5004314,2025-11,C1004314,2003,999,20,0,199,780,Refunded
B5004315,2025-11,C1004315,2201,199,50,0,0,149,Billed
B5004316,2025-11,C1004316,2004,249,100,0,0,149,Billed
B5004317,2025-11,C1004317,2201,199,0,0,0,199,Billed
B5004318,2025-11,C1004318,2201,199,0,0,0,199,Billed
B5004319,2025-11,C1004319,2003,999,0,0,0,999,Billed
B5004320,2025-11,C1004320,2005,499,0,0,0,499,Billed
B5004321,2025-11,C1004321,2201,199,0,0,0,199,Billed
B5004322,2025-11,C1004322,2101,499,0,0,0,499,Billed
B5004323,2025-11,C1004323,2103,999,0,0,0,999,Billed
B5004324,2025-11,C1004324,2101,499,30,0,0,469,Billed
B5004325,2025-11,C1004325,2002,399,0,0,0,399,Billed
B5004326,2025-11,C1004326,2201,199,0,0,99,100,Refunded
B5004327,2025-11,C1004327,2101,499,30,0,0,469,Billed
B5004328,2025-11,C1004328,2002,399,30,0,0,369,Billed
B5004329,2025-11,C1004329,2001,299,0,0,0,299,Billed
B5004330,2025-11,C1004330,2004,249,0,0,0,249,Billed
B5004331,2025-11,C1004331,2002,399,0,0,0,399,Billed
B5004332,2025-11,C1004332,2001,299,0,0,0,299,Billed
B5004333,2025-11,C1004333,2101,499,30,0,0,469,Billed
B5004334,2025-11,C1004334,2001,299,0,0,0,299,Billed
B5004335,2025-11,C1004335,2004,249,0,0,0,249,Billed
B5004336,2025-11,C1004336,2002,399,0,0,0,399,Billed
B5004337,2025-11,C1004337,2102,799,0,0,0,799,Billed
B5004338,2025-11,C1004338,2003,999,,0,0,979,Billed
B5004339,2025-11,C1004339,2103,999,0,0,0,999,Billed
B5004340,2025-11,C1004340,2001,299,0,0,0,299,Billed
B5004341,2025-11,C1004341,2101,499,0,0,0,499,Billed
B5004342,2025-11,C1004342,2101,499,0,25,0,524,Billed
B5004343,2025-11,C1004343,2001,299,0,0,0,299,Billed
B5004344,2025-11,C1004344,2001,299,50,0,0,,Billed
B5004345,2025-11,C1004345,2002,399,0,0,0,399,Billed
B5004346,2025-11,C1004346,2102,799,0,0,0,799,Billed
B5004347,2025-11,C1004347,2101,499,20,0,0,479,Billed
B5004348,2025-11,C1004348,2003,999,75,0,0,924,Billed
B5004349,2025-11,C1004349,2001,299,0,0,0,299,Billed
B5004350,2025-11,C1004350,2103,999,0,0,0,999,Billed
B5004351,2025-11,C1004351,2101,499,75,0,0,424,Billed
B5004352,2025-11,C1004352,2201,199,0,0,0,199,Billed
B5004353,2025-11,C1004353,2103,999,20,0,0,979,Billed
B5004354,2025-11,C1004354,2001,299,0,0,149,150,Refunded
B5004355,2025-11,C1004355,2004,249,0,0,0,249,Billed
B5004356,2025-11,C1004356,2002,399,0,0,0,399,Billed
B5004357,2025-11,C1004357,2003,999,0,0,0,999,Billed
B5004358,2025-11,C1004358,2004,249,0,0,0,249,Billed
B5004359,2025-11,C1004359,2001,299,0,0,0,299,Billed
B5004360,2025-11,C1004360,2002,399,,0,0,399,Billed
B5004361,2025-11,C1004361,2002,399,0,0,0,399,Billed
B5004362,2025-11,C1004362,2002,399,0,0,0,399,Billed
B5004363,2025-11,C1004363,2101,499,0,50,0,549,Billed
B5004364,2025-11,C1004364,2103,999,20,0,0,979,Billed
B5004365,2025-11,C1004365,2002,399,100,0,0,299,Billed
B5004366,2025-11,C1004366,2103,999,0,0,0,999,Billed
B5004367,2025-11,C1004367,2003,999,0,0,0,999,Billed
B5004368,2025-11,C1004368,2003,999,0,0,0,999,Billed
B5004369,2025-11,C1004369,2003,999,0,0,0,999,Billed
B5004370,2025-11,C1004370,2003,999,0,0,0,999,Billed
B5004371,2025-11,C1004371,2101,499,75,0,0,424,Billed
B5004372,2025-11,C1004372,2003,999,0,0,0,999,Billed
B5004373,2025-11,C1004373,2001,299,0,0,0,299,Billed
B5004374,2025-11,C1004374,2003,999,0,0,0,999,Billed
B5004375,2025-11,C1004375,2005,499,0,0,0,499,Billed
B5004376,2025-11,C1004376,2003,999,0,0,0,999,Billed
B5004377,2025-11,C1004377,2003,999,75,0,0,924,Billed
B5004378,2025-11,C1004378,2003,999,0,0,0,999,Billed
B5004379,2025-11,C1004379,2001,299,0,0,0,299,Billed
B5004380,2025-11,C1004380,2002,399,0,0,0,399,Billed
B5004381,2025-11,C1004381,2004,249,0,0,0,249,Billed
B5004382,2025-11,C1004382,2001,299,0,0,0,299,Billed
B5004383,2025-11,C1004383,2004,249,0,0,0,249,Billed
B5004384,2025-11,C1004384,2201,199,0,0,0,199,Billed
B5004385,2025-11,C1004385,2005,499,0,0,0,499,Billed
B5004386,2025-11,C1004386,2103,999,0,0,0,999,Billed
B5004387,2025-11,C1004387,2001,299,0,0,0,299,Billed
B5004388,2025-11,C1004388,2102,799,0,0,0,799,Billed
B5004389,2025-11,C1004389,2201,199,0,0,0,199,Billed
B5004390,2025-11,C1004390,2002,399,0,0,0,399,Billed
B5004391,2025-11,C1004391,2201,199,0,0,0,199,Billed
B5004392,2025-11,C1004392,2002,399,0,0,0,399,Billed
B5004393,2025-11,C1004393,2002,399,0,0,0,399,Billed
B5004394,2025-11,C1004394,2201,199,20,0,0,179,Billed
B5004395,2025-11,C1004395,2002,399,50,0,0,349,Billed
B5004396,2025-11,C1004396,2201,199,0,0,0,199,Billed
B5004397,2025-11,C1004397,2002,399,0,0,0,399,Billed
B5004398,2025-11,C1004398,2101,499,0,0,0,499,Billed
B5004399,2025-11,C1004399,2101,499,0,0,0,499,Billed
B5004400,2025-11,C1004400,2004,249,0,0,0,249,Billed
B5004401,2025-11,C1004401,2201,199,30,0,0,169,Billed
B5004402,2025-11,C1004402,2201,199,0,0,0,199,Billed
B5004403,2025-11,C1004403,2101,499,0,0,0,499,Billed
B5004404,2025-11,C1004404,2001,299,0,0,0,299,Billed
B5004405,2025-11,C1004405,2201,199,0,0,0,199,Billed
B5004406,2025-11,C1004406,2101,499,0,0,0,499,Billed
B5004407,2025-11,C1004407,2002,399,75,0,0,324,Billed
B5004408,2025-11,C1004408,2002,399,0,0,0,399,Billed
B5004409,2025-11,C1004409,2102,799,30,0,0,769,Billed
B5004410,2025-11,C1004410,2102,799,0,0,0,799,Billed
B5004411,2025-11,C1004411,2001,299,0,0,0,299,Billed
B5004412,2025-11,C1004412,2001,299,0,0,0,299,Billed
B5004413,2025-11,C1004413,2003,999,0,0,49,950,Refunded
B5004414,2025-11,C1004414,2001,299,0,0,0,299,Billed
B5004415,2025-11,C1004415,2201,199,20,0,0,179,Billed
B5004416,2025-11,C1004416,2005,499,0,0,0,499,Billed
B5004417,2025-11,C1004417,2004,249,30,0,0,219,Billed
B5004418,2025-11,C1004418,2201,199,0,0,0,199,Billed
B5004419,2025-11,C1004419,2103,999,0,0,0,999,Billed
B5004420,2025-11,C1004420,2102,799,50,0,0,749,Billed
B5004421,2025-11,C1004421,2201,199,0,0,0,199,Billed
B5004422,2025-11,C1004422,2201,199,0,0,0,199,Billed
B5004423,2025-11,C1004423,2002,399,20,0,0,379,Billed
B5004424,2025-11,C1004424,2004,249,50,0,0,199,Billed
B5004425,2025-11,C1004425,2001,299,0,0,0,299,Billed
B5004426,2025-11,C1004426,2004,249,0,0,0,249,Billed
B5004427,2025-11,C1004427,2004,249,0,0,0,249,Billed
B5004428,2025-11,C1004428,2201,199,0,0,0,199,Billed
B5004429,2025-11,C1004429,2001,299,0,0,0,299,Billed
B5004430,2025-11,C1004430,2101,499,30,0,0,469,Billed
B5004431,2025-11,C1004431,2201,199,0,0,0,199,Billed
B5004432,2025-11,C1004432,2001,299,0,0,0,299,Billed
B5004433,2025-11,C1004433,2001,299,0,0,0,299,Billed
B5004434,2025-11,C1004434,2101,499,0,0,0,499,Billed
B5004435,2025-11,C1004435,2003,999,100,0,0,899,Billed
B5004436,2025-11,C1004436,2002,399,20,0,0,379,Billed
B5004437,2025-11,C1004437,2004,249,0,0,0,249,Billed
B5004438,2025-11,C1004438,2003,999,0,0,0,999,Billed
B5004439,2025-11,C1004439,2003,999,0,0,199,800,Refunded
B5004440,2025-11,C1004440,2101,499,50,0,0,449,Billed
B5004441,2025-11,C1004441,2001,299,0,0,0,299,Billed
B5004442,2025-11,C1004442,2002,399,0,0,0,399,Billed
B5004443,2025-11,C1004443,2201,199,30,0,0,169,Billed
B5004444,2025-11,C1004444,2003,999,0,0,0,999,Billed
B5004445,2025-11,C1004445,2005,499,0,0,0,499,Billed
B5004446,2025-11,C1004446,2003,999,0,0,0,999,Billed
B5004447,2025-11,C1004447,2101,499,0,0,0,499,Billed
B5004448,2025-11,C1004448,2001,299,0,0,0,299,Billed
B5004449,2025-11,C1004449,2101,499,0,0,0,499,Billed
B5004450,2025-11,C1004450,2102,799,20,0,0,779,Billed
B5004451,2025-11,C1004451,2005,499,30,0,0,469,Billed
B5004452,2025-11,C1004452,2001,299,0,0,0,299,Billed
B5004453,2025-11,C1004453,2102,799,0,0,0,799,Billed
B5004454,2025-11,C1004454,2101,499,0,0,0,499,Billed
B5004455,2025-11,C1004455,2002,399,50,0,0,349,Billed
B5004456,2025-11,C1004456,2101,499,30,0,0,469,Billed
B5004457,2025-11,C1004457,2201,199,0,0,0,199,Billed
B5004458,2025-11,C1004458,2001,299,0,0,0,299,Billed
B5004459,2025-11,C1004459,2002,399,0,0,0,399,Billed
B5004460,2025-11,C1004460,2004,249,0,0,0,249,Billed
B5004461,2025-11,C1004461,2003,999,100,0,0,899,Billed
B5004462,2025-11,C1004462,2001,299,0,0,0,299,Billed
B5004463,2025-11,C1004463,2001,299,0,0,0,299,Billed
B5004464,2025-11,C1004464,2101,499,0,0,0,499,Billed
B5004465,2025-11,C1004465,2003,999,0,0,199,800,Adjusted
B5004466,2025-11,C1004466,2002,399,0,0,0,399,Billed
B5004467,2025-11,C1004467,2001,299,75,0,0,224,Billed
B5004468,2025-11,C1004468,2005,499,75,0,0,424,Billed
B5004469,2025-11,C1004469,2005,499,0,0,0,499,Billed
B5004470,2025-11,C1004470,2004,249,30,0,0,219,Billed
B5004471,2025-11,C1004471,2003,999,50,0,0,949,Billed
B5004472,2025-11,C1004472,2102,799,0,0,0,799,Billed
B5004473,2025-11,C1004473,2003,999,0,0,0,999,Billed
B5004474,2025-11,C1004474,2002,399,0,0,0,399,Billed
B5004475,2025-11,C1004475,2102,799,30,0,0,769,Billed
B5004476,2025-11,C1004476,2002,399,0,0,0,399,Billed
B5004477,2025-11,C1004477,2002,399,0,0,0,399,Billed
B5004478,2025-11,C1004478,2003,999,0,0,0,999,Billed
B5004479,2025-11,C1004479,2002,399,0,0,0,399,Billed
B5004480,2025-11,C1004480,2002,399,0,0,0,399,Billed
B5004481,2025-11,C1004481,2102,799,0,0,0,799,Billed
B5004482,2025-11,C1004482,2003,999,30,0,0,969,Billed
B5004483,2025-11,C1004483,2101,499,0,0,0,499,Billed
B5004484,2025-11,C1004484,2201,199,0,0,0,199,Billed
B5004485,2025-11,C1004485,2002,399,0,0,0,399,Billed
B5004486,2025-11,C1004486,2003,999,0,0,0,999,Billed
B5004487,2025-11,C1004487,2201,199,0,0,0,199,Billed
B5004488,2025-11,C1004488,2005,499,0,0,49,450,Adjusted
B5004489,2025-11,C1004489,2002,399,0,0,0,399,Billed
B5004490,2025-11,C1004490,2001,299,0,0,0,299,Billed
B5004491,2025-11,C1004491,2003,999,0,0,0,999,Billed
B5004492,2025-11,C1004492,2001,299,0,0,0,299,Billed
B5004493,2025-11,C1004493,2003,999,0,0,0,999,Billed
B5004494,2025-11,C1004494,2004,249,20,0,0,229,Billed
B5004495,2025-11,C1004495,2201,199,0,0,0,199,Billed
B5004496,2025-11,C1004496,2001,299,0,0,0,299,Billed
B5004497,2025-11,C1004497,2003,999,20,0,0,979,Billed
B5004498,2025-11,C1004498,2002,399,0,0,0,399,Billed
B5004499,2025-11,C1004499,2201,199,0,0,0,199,Billed
B5004500,2025-11,C1004500,2004,249,0,0,0,249,Billed
B5004501,2025-11,C1004501,2002,399,0,0,0,399,Billed
B5004502,2025-11,C1004502,2101,499,0,0,0,499,Billed
B5004503,2025-11,C1004503,2102,799,0,0,0,799,Billed
B5004504,2025-11,C1004504,2201,199,0,0,0,199,Billed
B5004505,2025-11,C1004505,2005,499,0,0,0,499,Billed
B5004506,2025-11,C1004506,2005,499,0,0,0,499,Billed
B5004507,2025-11,C1004507,2201,199,0,0,149,50,Refunded
B5004508,2025-11,C1004508,2201,199,75,0,0,124,Billed
B5004509,2025-11,C1004509,2005,499,0,0,0,499,Billed
B5004510,2025-11,C1004510,2001,299,0,0,0,299,Billed
B5004511,2025-11,C1004511,2002,399,20,0,0,379,Billed
B5004512,2025-11,C1004512,2201,199,0,0,0,199,Billed
B5004513,2025-11,C1004513,2001,299,0,0,0,299,Billed
B5004514,2025-11,C1004514,2101,499,0,100,0,599,Billed
B5004515,2025-11,C1004515,2101,499,0,0,0,499,Billed
B5004516,2025-11,C1004516,2002,399,0,0,0,399,Billed
B5004517,2025-11,C1004517,2101,499,0,0,0,499,Billed
B5004518,2025-11,C1004518,2103,999,0,25,0,1024,Billed
B5004519,2025-11,C1004519,2001,299,0,0,0,299,Billed
B5004520,2025-11,C1004520,2201,199,0,0,0,199,Billed
B5004521,2025-11,C1004521,2102,799,0,0,0,799,Billed
B5004522,2025-11,C1004522,2002,399,0,0,0,399,Billed
B5004523,2025-11,C1004523,2001,299,0,0,0,299,Billed
B5004524,2025-11,C1004524,2003,999,75,0,0,924,Billed
B5004525,2025-11,C1004525,2004,249,0,0,0,249,Billed
B5004526,2025-11,C1004526,2002,399,20,0,0,379,Billed
B5004527,2025-11,C1004527,2101,499,0,0,0,499,Billed
B5004528,2025-11,C1004528,2003,999,0,0,0,999,Billed
B5004529,2025-11,C1004529,2001,299,0,0,0,299,Billed
B5004530,2025-11,C1004530,2005,499,0,0,0,499,Billed
B5004531,2025-11,C1004531,2004,249,0,0,0,249,Billed
B5004532,2025-11,C1004532,2003,999,50,0,0,949,Billed
B5004533,2025-11,C1004533,2002,399,0,0,0,399,Billed
B5004534,2025-11,C1004534,2002,399,0,0,0,399,Billed
B5004535,2025-11,C1004535,2004,249,0,0,0,249,Billed
B5004536,2025-11,C1004536,2101,499,0,0,0,499,Billed
B5004537,2025-11,C1004537,2102,799,0,0,0,799,Billed
B5004538,2025-11,C1004538,2001,299,0,0,0,299,Billed
B5004539,2025-11,C1004539,2201,199,0,0,0,199,Billed
B5004540,2025-11,C1004540,2002,399,0,0,0,399,Billed
B5004541,2025-11,C1004541,2102,799,0,0,0,799,Billed
B5004542,2025-11,C1004542,2101,499,0,0,0,499,Billed
B5004543,2025-11,C1004543,2001,299,0,0,0,299,Billed
B5004544,2025-11,C1004544,2103,999,0,0,0,999,Billed
B5004545,2025-11,C1004545,2003,999,0,0,0,999,Billed
B5004546,2025-11,C1004546,2004,249,0,0,0,249,Billed
B5004547,2025-11,C1004547,2001,299,0,0,0,299,Billed
B5004548,2025-11,C1004548,2001,299,0,0,0,299,Billed
B5004549,2025-11,C1004549,2003,999,0,0,0,999,Billed
B5004550,2025-11,C1004550,2201,199,0,0,0,199,Billed
B5004551,2025-11,C1004551,2103,999,0,0,0,999,Billed
B5004552,2025-11,C1004552,2101,499,0,0,0,499,Billed
B5004553,2025-11,C1004553,2002,399,0,0,0,399,Billed
B5004554,2025-11,C1004554,2001,299,0,0,0,299,Billed
B5004555,2025-11,C1004555,2001,299,50,0,0,249,Billed
B5004556,2025-11,C1004556,2002,399,50,0,0,349,Billed
B5004557,2025-11,C1004557,2101,499,0,0,0,499,Billed
B5004558,2025-11,C1004558,2002,399,0,0,0,399,Billed
B5004559,2025-11,C1004559,2004,249,0,0,0,249,Billed
B5004560,2025-11,C1004560,2101,499,50,0,0,449,Billed
B5004561,2025-11,C1004561,2003,999,0,0,0,999,Billed
B5004562,2025-11,C1004562,2201,199,0,0,0,199,Billed
B5004563,2025-11,C1004563,2005,499,0,0,0,499,Billed
B5004564,2025-11,C1004564,2103,999,75,0,0,924,Billed
B5004565,2025-11,C1004565,2102,799,0,0,49,750,Refunded
B5004566,2025-11,C1004566,2002,399,0,0,0,399,Billed
B5004567,2025-11,C1004567,2002,399,0,0,0,399,Billed
B5004568,2025-11,C1004568,2005,499,20,0,0,479,Billed
B5004569,2025-11,C1004569,2001,299,0,0,0,299,Billed
B5004570,2025-11,C1004570,2001,299,0,0,0,299,Billed
B5004571,2025-11,C1004571,2003,999,0,0,0,999,Billed
B5004572,2025-11,C1004572,2002,399,50,0,0,349,Billed
B5004573,2025-11,C1004573,2003,999,0,0,0,999,Billed
B5004574,2025-11,C1004574,2002,399,75,0,0,324,Billed
B5004575,2025-11,C1004575,2005,499,0,0,0,499,Billed
B5004576,2025-11,C1004576,2001,299,50,0,0,249,Billed
B5004577,2025-11,C1004577,2001,299,0,0,0,299,Billed
B5004578,2025-11,C1004578,2201,199,0,0,0,199,Billed
B5004579,2025-11,C1004579,2201,199,20,0,0,179,Billed
B5004580,2025-11,C1004580,2002,399,0,0,0,399,Billed
B5004581,2025-11,C1004581,2005,499,0,0,0,499,Billed
B5004582,2025-11,C1004582,2201,199,0,0,0,199,Billed
B5004583,2025-11,C1004583,2001,299,0,0,0,299,Billed
B5004584,2025-11,C1004584,2004,249,0,0,0,249,Billed
B5004585,2025-11,C1004585,2004,249,0,0,0,249,Billed
B5004586,2025-11,C1004586,2201,199,0,0,0,199,Billed
B5004587,2025-11,C1004587,2002,399,30,0,0,369,Billed
B5004588,2025-11,C1004588,2201,199,0,0,0,199,Billed
B5004589,2025-11,C1004589,2003,999,0,0,0,,Billed
B5004590,2025-11,C1004590,2102,799,0,0,0,799,Billed
B5004591,2025-11,C1004591,2003,999,50,0,0,949,Billed
B5004592,2025-11,C1004592,2101,499,0,0,0,499,Billed
B5004593,2025-11,C1004593,2201,199,0,0,0,199,Billed
B5004594,2025-11,C1004594,2101,499,0,0,0,499,Billed
B5004595,2025-11,C1004595,2102,799,0,0,0,799,Billed
B5004596,2025-11,C1004596,2003,999,0,0,0,999,Billed
B5004597,2025-11,C1004597,2002,399,0,0,0,399,Billed
B5004598,2025-11,C1004598,2004,249,0,0,0,249,Billed
B5004599,2025-11,C1004599,2002,399,0,0,0,399,Billed
B5004600,2025-11,C1004600,2002,399,0,0,0,399,Billed
B5004601,2025-11,C1004601,2103,999,0,0,0,999,Billed
B5004602,2025-11,C1004602,2004,249,0,0,0,249,Billed
B5004603,2025-11,C1004603,2103,999,50,0,0,949,Billed
B5004604,2025-11,C1004604,2102,799,0,0,0,799,Billed
B5004605,2025-11,C1004605,2102,799,0,0,0,799,Billed
B5004606,2025-11,C1004606,2005,499,0,0,0,499,Billed
B5004607,2025-11,C1004607,2002,399,0,0,0,399,Billed
B5004608,2025-11,C1004608,2102,799,75,25,0,749,Billed
B5004609,2025-11,C1004609,2002,399,0,0,0,399,Billed
B5004610,2025-11,C1004610,2002,399,0,0,0,399,Billed
B5004611,2025-11,C1004611,2003,999,0,0,0,999,Billed
B5004612,2025-11,C1004612,2001,299,0,0,0,299,Billed
B5004613,2025-11,C1004613,2103,999,0,0,0,999,Billed
B5004614,2025-11,C1004614,2004,249,20,0,0,229,Billed
B5004615,2025-11,C1004615,2003,999,0,0,0,999,Billed
B5004616,2025-11,C1004616,2004,249,20,0,0,229,Billed
B5004617,2025-11,C1004617,2001,299,0,0,0,299,Billed
B5004618,2025-11,C1004618,2005,499,0,0,0,499,Billed
B5004619,2025-11,C1004619,2001,299,0,0,0,299,Billed
B5004620,2025-11,C1004620,2005,499,0,0,0,499,Billed
B5004621,2025-11,C1004621,2005,499,0,0,49,450,Refunded
B5004622,2025-11,C1004622,2201,199,30,0,0,169,Billed
